1,147.56598,193.18182,66.304985,62.565983,183.21114,58.82698
2,134.85336,192.43402,63.812317,76.77419,184.20822,59.57478
3,134.85336,192.43402,63.812317,76.77419,184.20822,59.57478
4,127.1261,186.45161,63.31378,75.02932,183.95895,61.818184
5,127.1261,186.45161,63.31378,75.02932,183.95895,61.818184
6,105.19061,172.24341,62.565983,73.53372,184.20822,64.061584
7,105.19061,172.24341,62.565983,73.53372,184.20822,64.061584
8,98.70967,176.97948,61.818184,73.53372,183.70969,66.80351
9,98.70967,176.97948,61.818184,73.53372,183.70969,66.80351
10,92.97654,174.4868,61.568913,75.527855,183.21114,67.05278
11,92.97654,174.4868,61.568913,75.527855,183.21114,67.05278
12,92.228745,172.99121,61.07038,76.275665,182.96187,69.04692
13,92.228745,172.99121,61.07038,76.275665,182.96187,69.04692
14,89.73607,171.74487,61.07038,95.46921,183.70969,67.551315
15,89.73607,171.74487,61.07038,95.46921,183.70969,67.551315
16,89.73607,169.25221,60.571846,78.2698,183.21114,68.04986
17,89.73607,169.25221,60.571846,78.2698,183.21114,68.04986
18,89.23753,164.7654,62.81525,98.46041,183.46042,69.29619
19,89.23753,164.7654,62.81525,98.46041,183.46042,69.29619
20,89.73607,164.0176,61.319645,72.28739,183.95895,68.299126
21,89.73607,164.0176,61.319645,72.28739,183.95895,68.299126
22,91.23167,162.77126,61.07038,72.53666,184.45749,68.04986
23,91.23167,162.77126,61.07038,72.53666,184.45749,68.04986
24,90.73313,161.27567,61.319645,72.038124,183.95895,68.299126
25,90.73313,161.27567,61.319645,72.038124,183.95895,68.299126
26,90.9824,162.27272,60.571846,69.04692,184.70676,67.551315
27,90.9824,162.27272,60.571846,69.04692,184.70676,67.551315
28,92.228745,165.51318,60.073315,68.54839,184.95602,66.304985
29,92.228745,165.51318,60.073315,68.54839,184.95602,66.304985
30,94.97067,167.50734,61.07038,71.53959,184.45749,64.80938
31,94.97067,167.50734,61.07038,71.53959,184.45749,64.80938
32,105.19061,177.72726,63.56305,69.545456,184.95602,63.31378
33,105.19061,177.72726,63.56305,69.545456,184.95602,63.31378
34,107.932556,178.9736,64.061584,75.77713,184.95602,62.316715
35,107.932556,178.9736,64.061584,75.77713,184.95602,62.316715
36,116.40763,180.96774,64.80938,68.299126,186.20235,61.818184
37,116.40763,180.96774,64.80938,68.299126,186.20235,61.818184
38,133.8563,185.20529,69.29619,70.79179,186.95015,61.818184
39,133.8563,185.20529,69.29619,70.79179,186.95015,61.818184
40,139.09091,184.45749,70.54253,64.80938,187.69795,61.818184
41,139.09091,184.45749,70.54253,64.80938,187.69795,61.818184
42,137.09679,180.96774,69.29619,64.061584,186.70088,60.821114
43,137.09679,180.96774,69.29619,64.061584,186.70088,60.821114
44,137.34605,178.9736,69.29619,86.24634,186.95015,60.571846
45,137.34605,178.9736,69.29619,86.24634,186.95015,60.571846
46,148.81232,183.95895,70.79179,70.04399,186.20235,60.571846
47,148.81232,183.95895,70.79179,70.04399,186.20235,60.571846
48,154.54546,181.46626,73.53372,66.55425,186.20235,60.073315
49,154.54546,181.46626,73.53372,66.55425,186.20235,60.073315
50,157.03813,181.21701,73.53372,64.80938,185.45454,61.319645
51,157.03813,181.21701,73.53372,64.80938,185.45454,61.319645
52,158.53372,190.19061,74.281525,63.56305,183.70969,61.568913
53,158.53372,190.19061,74.281525,63.56305,183.70969,61.568913
54,159.78006,189.94135,75.527855,86.495605,182.96187,62.316715
55,159.78006,189.94135,75.527855,86.495605,182.96187,62.316715
56,155.54253,188.94429,74.281525,86.744865,182.21407,62.06745
57,155.54253,188.94429,74.281525,86.744865,182.21407,62.06745
58,152.8006,186.70088,74.281525,90.234604,181.9648,61.818184
59,152.8006,186.70088,74.281525,90.234604,181.9648,61.818184
60,154.04692,186.70088,75.77713,82.0088,181.46626,61.818184
61,154.04692,186.70088,75.77713,82.0088,181.46626,61.818184
62,163.76833,199.66277,75.527855,63.812317,184.20822,61.07038
63,163.76833,199.66277,75.527855,63.812317,184.20822,61.07038
